Pais;lat;lon;Date;Ano;Mes;MedPr;MedT
Brazil;-27.607.807;-48.510.251;fev/74;1974;feb;220.61;25.12
Brazil;-27.607.808;-48.510.252;mar/74;1974;mar;287.61;24.73
Brazil;-27.607.809;-48.510.253;abr/74;1974;apr;219.37;24.5
Brazil;-27.607.810;-48.510.254;mai/74;1974;may;137.71;23.69
Brazil;-27.607.811;-48.510.255;jun/74;1974;jun;104.17;22.81
Brazil;-27.607.812;-48.510.256;jul/74;1974;jul;66.68;22.59
Brazil;-27.607.813;-48.510.257;ago/74;1974;aug;61.37;23.76
Brazil;-27.607.814;-48.510.258;set/74;1974;sep;78.17;24.74
Brazil;-27.607.815;-48.510.259;out/74;1974;oct;134.48;25.21
Brazil;-27.607.816;-48.510.260;nov/74;1974;nov;143.71;25.34
Brazil;-27.607.817;-48.510.261;dez/74;1974;dec;223.89;24.84
Brazil;-27.607.818;-48.510.262;jan/75;1975;jan;231.26;25.01
Brazil;-27.607.819;-48.510.263;fev/75;1975;feb;221.71;25.29
Brazil;-27.607.820;-48.510.264;mar/75;1975;mar;239.58;25.21
Brazil;-27.607.821;-48.510.265;abr/75;1975;apr;210.75;24.6
Brazil;-27.607.822;-48.510.266;mai/75;1975;may;147.49;23.53
Brazil;-27.607.823;-48.510.267;jun/75;1975;jun;96.39;23.09
Brazil;-27.607.824;-48.510.268;jul/75;1975;jul;92.21;22.09
Brazil;-27.607.825;-48.510.269;ago/75;1975;aug;63.61;23.92
Brazil;-27.607.826;-48.510.270;set/75;1975;sep;81.26;25.09
Brazil;-27.607.827;-48.510.271;out/75;1975;oct;122.47;25.39
Brazil;-27.607.828;-48.510.272;nov/75;1975;nov;175.55;25.27
Brazil;-27.607.829;-48.510.273;dez/75;1975;dec;185.88;25.29
Brazil;-27.607.830;-48.510.274;jan/76;1976;jan;212.29;25.14
Brazil;-27.607.831;-48.510.275;fev/76;1976;feb;241.42;24.87
Brazil;-27.607.832;-48.510.276;mar/76;1976;mar;232.58;24.73
Brazil;-27.607.833;-48.510.277;abr/76;1976;apr;171.2;24.44
Brazil;-27.607.834;-48.510.278;mai/76;1976;may;138.96;23.82
Brazil;-27.607.835;-48.510.279;jun/76;1976;jun;75.66;22.72
Brazil;-27.607.836;-48.510.280;jul/76;1976;jul;58.65;22.83
Brazil;-27.607.837;-48.510.281;ago/76;1976;aug;52.62;24.07
Brazil;-27.607.838;-48.510.282;set/76;1976;sep;84.65;24.56
Brazil;-27.607.839;-48.510.283;out/76;1976;oct;139.57;25.22
Brazil;-27.607.840;-48.510.284;nov/76;1976;nov;168.3;25.2
Brazil;-27.607.841;-48.510.285;dez/76;1976;dec;199.55;25.5
Brazil;-27.607.842;-48.510.286;jan/77;1977;jan;248.2;25.36
Brazil;-27.607.843;-48.510.287;fev/77;1977;feb;204.6;25.44
Brazil;-27.607.844;-48.510.288;mar/77;1977;mar;207.22;25.61
Brazil;-27.607.845;-48.510.289;abr/77;1977;apr;206.43;24.75
Brazil;-27.607.846;-48.510.290;mai/77;1977;may;142.1;23.62
Brazil;-27.607.847;-48.510.291;jun/77;1977;jun;106.58;23.39
Brazil;-27.607.848;-48.510.292;jul/77;1977;jul;66.31;23.96
Brazil;-27.607.849;-48.510.293;ago/77;1977;aug;53.11;24.43
Brazil;-27.607.850;-48.510.294;set/77;1977;sep;87.77;25.1
Brazil;-27.607.851;-48.510.295;out/77;1977;oct;124.9;25.71
Brazil;-27.607.852;-48.510.296;nov/77;1977;nov;158.18;25.67
Brazil;-27.607.853;-48.510.297;dez/77;1977;dec;229.91;25.49
Brazil;-27.607.854;-48.510.298;jan/78;1978;jan;229.32;25.58
Brazil;-27.607.855;-48.510.299;fev/78;1978;feb;221.98;25.68
Brazil;-27.607.856;-48.510.300;mar/78;1978;mar;242.41;25.29
Brazil;-27.607.857;-48.510.301;abr/78;1978;apr;185.13;24.67
Brazil;-27.607.858;-48.510.302;mai/78;1978;may;150.33;23.76
Brazil;-27.607.859;-48.510.303;jun/78;1978;jun;75.18;22.88
Brazil;-27.607.860;-48.510.304;jul/78;1978;jul;88.27;23.64
Brazil;-27.607.861;-48.510.305;ago/78;1978;aug;52.3;23.26
Brazil;-27.607.862;-48.510.306;set/78;1978;sep;83.98;24.77
Brazil;-27.607.863;-48.510.307;out/78;1978;oct;125.57;25.71
Brazil;-27.607.864;-48.510.308;nov/78;1978;nov;154;25.57
Brazil;-27.607.865;-48.510.309;dez/78;1978;dec;215.9;25.26
Brazil;-27.607.866;-48.510.310;jan/79;1979;jan;241.84;25.16
Brazil;-27.607.867;-48.510.311;fev/79;1979;feb;233.42;25.36
Brazil;-27.607.868;-48.510.312;mar/79;1979;mar;222.94;25.18
Brazil;-27.607.869;-48.510.313;abr/79;1979;apr;169.14;24.67
Brazil;-27.607.870;-48.510.314;mai/79;1979;may;126.62;24.18
Brazil;-27.607.871;-48.510.315;jun/79;1979;jun;66.02;22.61
Brazil;-27.607.872;-48.510.316;jul/79;1979;jul;50.49;23.13
Brazil;-27.607.873;-48.510.317;ago/79;1979;aug;67.06;24.57
Brazil;-27.607.874;-48.510.318;set/79;1979;sep;93.51;24.66
Brazil;-27.607.875;-48.510.319;out/79;1979;oct;122.77;25.82
Brazil;-27.607.876;-48.510.320;nov/79;1979;nov;155.19;25.62
Brazil;-27.607.877;-48.510.321;dez/79;1979;dec;198.89;25.67
Brazil;-27.607.878;-48.510.322;jan/80;1980;jan;245.29;25.37
Brazil;-27.607.879;-48.510.323;fev/80;1980;feb;276.48;25.45
Brazil;-27.607.880;-48.510.324;mar/80;1980;mar;200.02;25.64
Brazil;-27.607.881;-48.510.325;abr/80;1980;apr;163.11;25.21
Brazil;-27.607.882;-48.510.326;mai/80;1980;may;113.57;24.66
Brazil;-27.607.883;-48.510.327;jun/80;1980;jun;83.41;23.29
Brazil;-27.607.884;-48.510.328;jul/80;1980;jul;56.95;23.32
Brazil;-27.607.885;-48.510.329;ago/80;1980;aug;49.59;24.44
Brazil;-27.607.886;-48.510.330;set/80;1980;sep;76.12;24.75
Brazil;-27.607.887;-48.510.331;out/80;1980;oct;114.71;25.92
Brazil;-27.607.888;-48.510.332;nov/80;1980;nov;166.33;25.44
Brazil;-27.607.889;-48.510.333;dez/80;1980;dec;204.33;25.56
Brazil;-27.607.890;-48.510.334;jan/81;1981;jan;227.12;25.39
Brazil;-27.607.891;-48.510.335;fev/81;1981;feb;173.94;25.58
Brazil;-27.607.892;-48.510.336;mar/81;1981;mar;258.62;25.48
Brazil;-27.607.893;-48.510.337;abr/81;1981;apr;147.83;25.03
Brazil;-27.607.894;-48.510.338;mai/81;1981;may;100.6;24.48
Brazil;-27.607.895;-48.510.339;jun/81;1981;jun;85.87;22.93
Brazil;-27.607.896;-48.510.340;jul/81;1981;jul;52.84;22.37
Brazil;-27.607.897;-48.510.341;ago/81;1981;aug;55.49;24.08
Brazil;-27.607.898;-48.510.342;set/81;1981;sep;66.04;24.89
Brazil;-27.607.899;-48.510.343;out/81;1981;oct;132.89;25.41
Brazil;-27.607.900;-48.510.344;nov/81;1981;nov;166.43;25.69
Brazil;-27.607.901;-48.510.345;dez/81;1981;dec;196.92;25.65
Brazil;-27.607.902;-48.510.346;jan/82;1982;jan;267.96;25.15
Brazil;-27.607.903;-48.510.347;fev/82;1982;feb;208.45;25.39
Brazil;-27.607.904;-48.510.348;mar/82;1982;mar;255.2;25.26
Brazil;-27.607.905;-48.510.349;abr/82;1982;apr;180.81;24.65
Brazil;-27.607.906;-48.510.350;mai/82;1982;may;124.27;23.82
Brazil;-27.607.907;-48.510.351;jun/82;1982;jun;76.25;23.77
Brazil;-27.607.908;-48.510.352;jul/82;1982;jul;66.26;23.61
Brazil;-27.607.909;-48.510.353;ago/82;1982;aug;57.99;24.38
Brazil;-27.607.910;-48.510.354;set/82;1982;sep;73.85;25.01
Brazil;-27.607.911;-48.510.355;out/82;1982;oct;115.7;25.73
Brazil;-27.607.912;-48.510.356;nov/82;1982;nov;129.46;26.03
Brazil;-27.607.913;-48.510.357;dez/82;1982;dec;192.57;25.58
Brazil;-27.607.914;-48.510.358;jan/83;1983;jan;227.19;26
Brazil;-27.607.915;-48.510.359;fev/83;1983;feb;215.07;26.09
Brazil;-27.607.916;-48.510.360;mar/83;1983;mar;236.16;25.67
Brazil;-27.607.917;-48.510.361;abr/83;1983;apr;177.39;25.58
Brazil;-27.607.918;-48.510.362;mai/83;1983;may;122.43;25.14
Brazil;-27.607.919;-48.510.363;jun/83;1983;jun;68.07;23.31
Brazil;-27.607.920;-48.510.364;jul/83;1983;jul;54.12;23.86
Brazil;-27.607.921;-48.510.365;ago/83;1983;aug;53.12;24.06
Brazil;-27.607.922;-48.510.366;set/83;1983;sep;77.76;24.96
Brazil;-27.607.923;-48.510.367;out/83;1983;oct;133.12;25.35
Brazil;-27.607.924;-48.510.368;nov/83;1983;nov;156.13;25.51
Brazil;-27.607.925;-48.510.369;dez/83;1983;dec;208.84;25.48
Brazil;-27.607.926;-48.510.370;jan/84;1984;jan;201.98;25.56
Brazil;-27.607.927;-48.510.371;fev/84;1984;feb;198.7;25.73
Brazil;-27.607.928;-48.510.372;mar/84;1984;mar;249.19;25.44
Brazil;-27.607.929;-48.510.373;abr/84;1984;apr;231.33;24.61
Brazil;-27.607.930;-48.510.374;mai/84;1984;may;143.05;24.58
Brazil;-27.607.931;-48.510.375;jun/84;1984;jun;82.56;23.44
Brazil;-27.607.932;-48.510.376;jul/84;1984;jul;69.03;23.46
Brazil;-27.607.933;-48.510.377;ago/84;1984;aug;79.98;23.68
Brazil;-27.607.934;-48.510.378;set/84;1984;sep;100.72;24.52
Brazil;-27.607.935;-48.510.379;out/84;1984;oct;123.36;25.95
Brazil;-27.607.936;-48.510.380;nov/84;1984;nov;142.37;25.68
Brazil;-27.607.937;-48.510.381;dez/84;1984;dec;186.58;25.55
Brazil;-27.607.938;-48.510.382;jan/85;1985;jan;303.89;25.18
Brazil;-27.607.939;-48.510.383;fev/85;1985;feb;221.5;25.48
Brazil;-27.607.940;-48.510.384;mar/85;1985;mar;248.11;25.53
Brazil;-27.607.941;-48.510.385;abr/85;1985;apr;197.57;25.02
Brazil;-27.607.942;-48.510.386;mai/85;1985;may;143.86;24.28
Brazil;-27.607.943;-48.510.387;jun/85;1985;jun;82.26;22.75
Brazil;-27.607.944;-48.510.388;jul/85;1985;jul;69.57;22.88
Brazil;-27.607.945;-48.510.389;ago/85;1985;aug;66.98;23.98
Brazil;-27.607.946;-48.510.390;set/85;1985;sep;79.46;25.03
Brazil;-27.607.947;-48.510.391;out/85;1985;oct;130.68;25.77
Brazil;-27.607.948;-48.510.392;nov/85;1985;nov;151.41;25.64
Brazil;-27.607.949;-48.510.393;dez/85;1985;dec;246.93;25.46
Brazil;-27.607.950;-48.510.394;jan/86;1986;jan;221.67;25.58
Brazil;-27.607.951;-48.510.395;fev/86;1986;feb;220.08;25.42
Brazil;-27.607.952;-48.510.396;mar/86;1986;mar;252.39;25.19
Brazil;-27.607.953;-48.510.397;abr/86;1986;apr;176.3;25.37
Brazil;-27.607.954;-48.510.398;mai/86;1986;may;137.03;24.7
Brazil;-27.607.955;-48.510.399;jun/86;1986;jun;89.56;23.31
Brazil;-27.607.956;-48.510.400;jul/86;1986;jul;70.15;23.12
Brazil;-27.607.957;-48.510.401;ago/86;1986;aug;59.22;24.53
Brazil;-27.607.958;-48.510.402;set/86;1986;sep;74.16;24.76
Brazil;-27.607.959;-48.510.403;out/86;1986;oct;123.66;25.37
Brazil;-27.607.960;-48.510.404;nov/86;1986;nov;147.68;25.84
Brazil;-27.607.961;-48.510.405;dez/86;1986;dec;198.7;25.73
Brazil;-27.607.962;-48.510.406;jan/87;1987;jan;202.96;25.92
Brazil;-27.607.963;-48.510.407;fev/87;1987;feb;179.4;25.77
Brazil;-27.607.964;-48.510.408;mar/87;1987;mar;250.45;25.53
Brazil;-27.607.965;-48.510.409;abr/87;1987;apr;197.48;25.63
Brazil;-27.607.966;-48.510.410;mai/87;1987;may;122.73;24.32
Brazil;-27.607.967;-48.510.411;jun/87;1987;jun;80.31;23.57
Brazil;-27.607.968;-48.510.412;jul/87;1987;jul;61.19;24.28
Brazil;-27.607.969;-48.510.413;ago/87;1987;aug;49.21;24.53
Brazil;-27.607.970;-48.510.414;set/87;1987;sep;78.42;25.42
Brazil;-27.607.971;-48.510.415;out/87;1987;oct;104.48;26.61
Brazil;-27.607.972;-48.510.416;nov/87;1987;nov;150.8;26.35
Brazil;-27.607.973;-48.510.417;dez/87;1987;dec;201.74;26.31
Brazil;-27.607.974;-48.510.418;jan/88;1988;jan;230.91;26.26
Brazil;-27.607.975;-48.510.419;fev/88;1988;feb;228.46;25.83
Brazil;-27.607.976;-48.510.420;mar/88;1988;mar;237.39;26.08
Brazil;-27.607.977;-48.510.421;abr/88;1988;apr;200.6;25.34
Brazil;-27.607.978;-48.510.422;mai/88;1988;may;142.91;24.3
Brazil;-27.607.979;-48.510.423;jun/88;1988;jun;89.71;23
Brazil;-27.607.980;-48.510.424;jul/88;1988;jul;62.25;22.64
Brazil;-27.607.981;-48.510.425;ago/88;1988;aug;37.68;24.41
Brazil;-27.607.982;-48.510.426;set/88;1988;sep;66.23;25.72
Brazil;-27.607.983;-48.510.427;out/88;1988;oct;113.93;25.99
Brazil;-27.607.984;-48.510.428;nov/88;1988;nov;154.87;25.66
Brazil;-27.607.985;-48.510.429;dez/88;1988;dec;219.26;25.59
Brazil;-27.607.986;-48.510.430;jan/89;1989;jan;232.78;25.32
Brazil;-27.607.987;-48.510.431;fev/89;1989;feb;224.2;25.44
Brazil;-27.607.988;-48.510.432;mar/89;1989;mar;248.01;25.27
Brazil;-27.607.989;-48.510.433;abr/89;1989;apr;198.69;25.15
Brazil;-27.607.990;-48.510.434;mai/89;1989;may;146.54;23.8
Brazil;-27.607.991;-48.510.435;jun/89;1989;jun;103.33;23.47
Brazil;-27.607.992;-48.510.436;jul/89;1989;jul;80.08;22.76
Brazil;-27.607.993;-48.510.437;ago/89;1989;aug;63.55;24.44
Brazil;-27.607.994;-48.510.438;set/89;1989;sep;81.97;24.99
Brazil;-27.607.995;-48.510.439;out/89;1989;oct;129.51;25.48
Brazil;-27.607.996;-48.510.440;nov/89;1989;nov;173.52;25.75
Brazil;-27.607.997;-48.510.441;dez/89;1989;dec;291.93;25.42
Brazil;-27.607.998;-48.510.442;jan/90;1990;jan;196.12;25.82
Brazil;-27.607.999;-48.510.443;fev/90;1990;feb;208.09;25.61
Brazil;-27.608.000;-48.510.444;mar/90;1990;mar;201.59;25.9
Brazil;-27.608.001;-48.510.445;abr/90;1990;apr;176.01;25.78
Brazil;-27.608.002;-48.510.446;mai/90;1990;may;139.82;24.25
Brazil;-27.608.003;-48.510.447;jun/90;1990;jun;80.72;23.45
Brazil;-27.608.004;-48.510.448;jul/90;1990;jul;76.46;22.88
Brazil;-27.608.005;-48.510.449;ago/90;1990;aug;67.01;24.28
Brazil;-27.608.006;-48.510.450;set/90;1990;sep;91.98;24.67
Brazil;-27.608.007;-48.510.451;out/90;1990;oct;115.97;26.37
Brazil;-27.608.008;-48.510.452;nov/90;1990;nov;149.6;26.44
Brazil;-27.608.009;-48.510.453;dez/90;1990;dec;173.3;25.98
Brazil;-27.608.010;-48.510.454;jan/91;1991;jan;271.84;25.59
Brazil;-27.608.011;-48.510.455;fev/91;1991;feb;200.73;25.84
Brazil;-27.608.012;-48.510.456;mar/91;1991;mar;257.58;25.47
Brazil;-27.608.013;-48.510.457;abr/91;1991;apr;187.09;25.21
Brazil;-27.608.014;-48.510.458;mai/91;1991;may;125.42;24.61
Brazil;-27.608.015;-48.510.459;jun/91;1991;jun;91.97;23.84
Brazil;-27.608.016;-48.510.460;jul/91;1991;jul;61.94;23.2
Brazil;-27.608.017;-48.510.461;ago/91;1991;aug;50.07;24.08
Brazil;-27.608.018;-48.510.462;set/91;1991;sep;72.75;25.13
Brazil;-27.608.019;-48.510.463;out/91;1991;oct;102.89;25.75
Brazil;-27.608.020;-48.510.464;nov/91;1991;nov;137.76;25.85
Brazil;-27.608.021;-48.510.465;dez/91;1991;dec;172.94;26.03
Brazil;-27.608.022;-48.510.466;jan/92;1992;jan;245.1;25.75
Brazil;-27.608.023;-48.510.467;fev/92;1992;feb;231.96;25.43
Brazil;-27.608.024;-48.510.468;mar/92;1992;mar;226.05;25.39
Brazil;-27.608.025;-48.510.469;abr/92;1992;apr;167.64;25.15
Brazil;-27.608.026;-48.510.470;mai/92;1992;may;107.44;24.96
Brazil;-27.608.027;-48.510.471;jun/92;1992;jun;62.5;24.19
Brazil;-27.608.028;-48.510.472;jul/92;1992;jul;65.16;22.94
Brazil;-27.608.029;-48.510.473;ago/92;1992;aug;54.98;24.02
Brazil;-27.608.030;-48.510.474;set/92;1992;sep;89.75;24.64
Brazil;-27.608.031;-48.510.475;out/92;1992;oct;115.7;25.72
Brazil;-27.608.032;-48.510.476;nov/92;1992;nov;162.92;25.39
Brazil;-27.608.033;-48.510.477;dez/92;1992;dec;183.86;25.36
Brazil;-27.608.034;-48.510.478;jan/93;1993;jan;208.59;25.7
Brazil;-27.608.035;-48.510.479;fev/93;1993;feb;233.73;25.17
Brazil;-27.608.036;-48.510.480;mar/93;1993;mar;189.51;25.53
Brazil;-27.608.037;-48.510.481;abr/93;1993;apr;169.29;25.21
Brazil;-27.608.038;-48.510.482;mai/93;1993;may;111.49;24.38
Brazil;-27.608.039;-48.510.483;jun/93;1993;jun;82.27;23.47
Brazil;-27.608.040;-48.510.484;jul/93;1993;jul;63.82;23.37
Brazil;-27.608.041;-48.510.485;ago/93;1993;aug;54.4;24.07
Brazil;-27.608.042;-48.510.486;set/93;1993;sep;83.15;25.22
Brazil;-27.608.043;-48.510.487;out/93;1993;oct;118.93;26.18
Brazil;-27.608.044;-48.510.488;nov/93;1993;nov;164.7;26.03
Brazil;-27.608.045;-48.510.489;dez/93;1993;dec;213.8;25.84
Brazil;-27.608.046;-48.510.490;jan/94;1994;jan;250.47;25.51
Brazil;-27.608.047;-48.510.491;fev/94;1994;feb;221.93;25.7
Brazil;-27.608.048;-48.510.492;mar/94;1994;mar;269.43;25.27
Brazil;-27.608.049;-48.510.493;abr/94;1994;apr;184.14;25.2
Brazil;-27.608.050;-48.510.494;mai/94;1994;may;135.65;24.85
Brazil;-27.608.051;-48.510.495;jun/94;1994;jun;111.3;23.59
Brazil;-27.608.052;-48.510.496;jul/94;1994;jul;67.81;23.29
Brazil;-27.608.053;-48.510.497;ago/94;1994;aug;53.67;24.24
Brazil;-27.608.054;-48.510.498;set/94;1994;sep;78.19;25.59
Brazil;-27.608.055;-48.510.499;out/94;1994;oct;123.86;26.33
Brazil;-27.608.056;-48.510.500;nov/94;1994;nov;166.1;26.04
Brazil;-27.608.057;-48.510.501;dez/94;1994;dec;187.86;26.03
Brazil;-27.608.058;-48.510.502;jan/95;1995;jan;203.88;26.09
Brazil;-27.608.059;-48.510.503;fev/95;1995;feb;221.83;25.71
Brazil;-27.608.060;-48.510.504;mar/95;1995;mar;217.48;25.78
Brazil;-27.608.061;-48.510.505;abr/95;1995;apr;205.03;25.02
Brazil;-27.608.062;-48.510.506;mai/95;1995;may;149.02;24.29
Brazil;-27.608.063;-48.510.507;jun/95;1995;jun;86.74;23.68
Brazil;-27.608.064;-48.510.508;jul/95;1995;jul;70.47;24.16
Brazil;-27.608.065;-48.510.509;ago/95;1995;aug;37.28;24.86
Brazil;-27.608.066;-48.510.510;set/95;1995;sep;62.95;25.79
Brazil;-27.608.067;-48.510.511;out/95;1995;oct;113.93;26.22
Brazil;-27.608.068;-48.510.512;nov/95;1995;nov;181.75;25.78
Brazil;-27.608.069;-48.510.513;dez/95;1995;dec;222.95;25.8
Brazil;-27.608.070;-48.510.514;jan/96;1996;jan;240.9;25.84
Brazil;-27.608.071;-48.510.515;fev/96;1996;feb;213.8;25.88
Brazil;-27.608.072;-48.510.516;mar/96;1996;mar;256.47;25.57
Brazil;-27.608.073;-48.510.517;abr/96;1996;apr;206.22;25.12
Brazil;-27.608.074;-48.510.518;mai/96;1996;may;124.83;24.33
Brazil;-27.608.075;-48.510.519;jun/96;1996;jun;92.8;22.93
Brazil;-27.608.076;-48.510.520;jul/96;1996;jul;67.31;23.21
Brazil;-27.608.077;-48.510.521;ago/96;1996;aug;56.77;24.74
Brazil;-27.608.078;-48.510.522;set/96;1996;sep;80.51;25.1
Brazil;-27.608.079;-48.510.523;out/96;1996;oct;129.03;26.05
Brazil;-27.608.080;-48.510.524;nov/96;1996;nov;182.28;25.63
Brazil;-27.608.081;-48.510.525;dez/96;1996;dec;172.19;26.15
Brazil;-27.608.082;-48.510.526;jan/97;1997;jan;262.2;25.56
Brazil;-27.608.083;-48.510.527;fev/97;1997;feb;216.67;25.55
Brazil;-27.608.084;-48.510.528;mar/97;1997;mar;280.88;25.2
Brazil;-27.608.085;-48.510.529;abr/97;1997;apr;185.09;24.91
Brazil;-27.608.086;-48.510.530;mai/97;1997;may;123.42;24.15
Brazil;-27.608.087;-48.510.531;jun/97;1997;jun;70.69;23.64
Brazil;-27.608.088;-48.510.532;jul/97;1997;jul;54.46;23.93
Brazil;-27.608.089;-48.510.533;ago/97;1997;aug;55.4;24.52
Brazil;-27.608.090;-48.510.534;set/97;1997;sep;65.64;25.96
Brazil;-27.608.091;-48.510.535;out/97;1997;oct;112.83;26.76
Brazil;-27.608.092;-48.510.536;nov/97;1997;nov;153.2;26.67
Brazil;-27.608.093;-48.510.537;dez/97;1997;dec;197.27;26.42
Brazil;-27.608.094;-48.510.538;jan/98;1998;jan;215.77;26.54
Brazil;-27.608.095;-48.510.539;fev/98;1998;feb;197.85;26.69
Brazil;-27.608.096;-48.510.540;mar/98;1998;mar;218;26.29
Brazil;-27.608.097;-48.510.541;abr/98;1998;apr;178.87;26.19
Brazil;-27.608.098;-48.510.542;mai/98;1998;may;133.17;24.75
Brazil;-27.608.099;-48.510.543;jun/98;1998;jun;87.59;23.79
